Prey,Predator,Predator_type,Predator_stage_or_Length,Predator_stage,abundance_data,year_diet_data_from,month_diet_data_from,name of month NB,year_diet_data_to,month_diet_data_to,name of month NB,season of diet data NB,season of diet data with no NA NB,range of diet data years NB,N_samples,prey_size_mm_min,prey_size_mm_max,prey size range NB,prey size range.mm pasted NB,prey_size_mm_mean,prey_size_mm_sd,prey_size_mm_median,Comment,Measurement_Method,proportion_diet_fracN_mean,proportion_diet_fracW_mean,W_or_Vol,Energetic_contributionfrac,IRI,fracFO,fracFO_SD,Area,Larger_area,Method,Reference
Pacific sardine,Pacific harbor seal,pinnipeds,,,YES,2006,7,Jul,2006,9,Sep,Jul-Sep,Jul-Sep,2006,44,,,#NAME?,,,,,,,,,,,,2.3,,PadillaBay_EasternBays,WA,scat samples ,LuxaandAcevedo2013
Pacific sardine,Pacific harbor seal,pinnipeds,,,YES,1997,9,Sep,1997,11,Nov,Sep-Nov,Sep-Nov,1997,148,,,#NAME?,,,,,,,,,,,,0,,UmpquaRiver,OR,scat samples ,Orretal2004
Pacific sardine,Pacific harbor seal,pinnipeds,,,YES,1998,3,Mar,1998,6,Jun,Mar-Jun,Mar-Jun,1998,254,,,#NAME?,,,,,,,,,,,,16.1,12.2,UmpquaRiver,OR,scat samples ,Orretal2004
Pacific sardine,Pacific harbor seal,pinnipeds,,,YES,1998,8,Aug,1998,10,Oct,Aug-Oct,Aug-Oct,1998,326,,,#NAME?,,,,,,,,,,,,17.9,9.1,UmpquaRiver,OR,scat samples ,Orretal2004
Pacific sardine,Northern fur seal,pinnipeds,Ages2-6,,YES,1931,6,Jun,1931,6,Jun,Jun,Jun,1931,25,,,#NAME?,,,,,,,20,,,,,,24,BC,BC,stomach sample,ClemensandWilby1933
Pacific sardine,Northern fur seal,pinnipeds,,,YES,,,#N/A,,,#N/A,#N/A,,0,2,,,#NAME?,,150,,,,,,,,,,,,,,,PerezandBigg1986
Pacific sardine,Humboldt_jumbo_squid ,invertebrates,MantleLengthRange35cm-82cm,,NO,2005,2,Feb,2006,12,Dec,Feb-Dec,Feb-Dec,2005-2006,503,120,240,120-240,120-240,,,,,otolith length_standard length regressions ,3.4,5,,,,9.7,,CA_OR_WA,CA_OR_WA,stomach sampling,Fieldetal2007
Pacific sardine,Humboldt_jumbo_squid ,invertebrates,,,NO,2007,,#N/A,2010,,#N/A,#N/A,,2007-2010,,,,#NAME?,,,,,,,0.7,,,,,2.5,,CA_OR_WA,CA_OR_WA,stomach sampling,Fieldetal2013
Pacific sardine,Steller Sea Lion,pinnipeds,,,YES,1986,5,May,2007,8,Aug,May-Aug,May-Aug,1986-2007,,,,#NAME?,,,,,,,,,,,,10.5,,CA_OR,CA_OR,scat samples ,Riemeretal2011
Pacific sardine,Steller Sea Lion,pinnipeds,,,YES,1986,9,Sep,2007,4,Apr,Sep-Apr,Sep-Apr,1986-2007,,,,#NAME?,,,,,,,,,,,,6.2,,CA_OR,CA_OR,scat samples ,Riemeretal2011
Pacific sardine,Pacific white-sided dolphin,cetaceans,,,YES,1958,,#N/A,1972,,#N/A,#N/A,,1958-1972,,,,#NAME?,,300,,,,,,,,,,,,CA_WA,CA_WA,stomach sampling,Stroudetal1981
Pacific sardine,Harbor porpoise,cetaceans,,,YES,1997,3,Mar,2000,12,Dec,Mar-Dec,Mar-Dec,1997-2000,,,,#NAME?,,160,,,,,,1.81,,,,,,MonterreyBay,CA,stomach sampling-StranedHarbor porpoise,Toperoff2002
Pacific sardine,Harbor porpoise,cetaceans,,,YES,1997,3,Mar,2000,12,Dec,Mar-Dec,Mar-Dec,1997-2000,,,,#NAME?,,170,,,,,,11.03,,,,,,MonterreyBay,CA,stomach sampling-By-caugthHarbor porpoise,Toperoff2002
Northern anchovy,Black-vented Shearwater ,sea birds,adult,adult,YES,,,#N/A,,,#N/A,#N/A,,0,,60,100,60-100,60-100,,,,,,,,,,,30,,NavidadIs,MEX,regurgitated pellets,Keittetal2000
Northern anchovy,Chinook salmon,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,,,#NAME?,,,,,,,,40.3,Vol,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
Northern anchovy,Chinook salmon,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,,,#NAME?,,,,,,,,29.1,Vol,,,,,SanFranciscoBay,CA,stomach sampling,Morejohnetal1978
Northern anchovy,Sooty shearwater ,sea birds,,,YES,,,#N/A,,,#N/A,#N/A,,0,,,,#NAME?,,,,,,,,18,Vol,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
Northern anchovy,Pacific white-sided dolphin,cetaceans,,,YES,,,#N/A,,,#N/A,#N/A,,0,,,,#NAME?,,,,,,,,12,Vol,,,,,MonterreyBay,CA,stomach sampling,Morejohnetal1978
Northern anchovy,Harbor porpoise,cetaceans,,,YES,1991,,#N/A,2010,,#N/A,#N/A,,1991-2010,,78,110,78-110,78-110,99.9,7.7,,,,,,,,,,,StraitOfGeorgia_JuandeFucaStrait,WA_BC,stomach sampling,Nicholetal2013
Northern anchovy,Harbor porpoise,cetaceans,,,YES,1985,2,Feb,1986,9,Sep,Feb-Sep,Feb-Sep,1985-1986,,,,#NAME?,,,,,,,16.56,,,,,,,MonterreyBay,CA,stomach sampling,Sekiguchi1995
Northern anchovy,Northern fur seal,pinnipeds,,,YES,1958,,#N/A,1972,,#N/A,#N/A,,1958-1972,,,,#NAME?,,,,,,,,,,,,32,,CA_WA,CA_WA,stomach sampling,Stroudetal1981
Northern anchovy,Northern fur seal,pinnipeds,,adult ,YES,,,#N/A,,,#N/A,#N/A,,0,27,90,180,90-180,90-180,,,,,,,,,,,,,,,,PerezandBigg1986
Northern anchovy,Coho salmon,bony fishes,adult ,adult ,YES,1979,6,Jun,1980,6,Jun,Jun,Jun,1979-1980,33,,,#NAME?,,,,,,,0.4,44,,,,31.2,,OR_WA,OR_WA,stomach sampling,Brodeur1987
Northern anchovy,Coho salmon,bony fishes,adult ,adult ,YES,1981,5,May,1981,8,Aug,May-Aug,May-Aug,1981,87,,,#NAME?,,,,,,,1.4,55.3,,,,24.7,,OR_WA,OR_WA,stomach sampling,Brodeur1987
Northern anchovy,Coho salmon,bony fishes,adult ,adult ,YES,1982,5,May,1982,9,Sep,May-Sep,May-Sep,1982,65,,,#NAME?,,,,,,,0.4,25.2,,,,11.7,,OR_WA,OR_WA,stomach sampling,Brodeur1987
Northern anchovy,Coho salmon,bony fishes,adult ,adult ,YES,1983,5,May,1983,9,Sep,May-Sep,May-Sep,1983,33,,,#NAME?,,,,,,,1.2,35.1,,,,24.1,,OR_WA,OR_WA,stomach sampling,Brodeur1987
Northern anchovy,Coho salmon,bony fishes,adult ,adult,YES,1984,6,Jun,1984,9,Sep,Jun-Sep,Jun-Sep,1984,40,,,#NAME?,,,,,,,,9.6,,,,2.6,,OR_WA,OR_WA,stomach sampling,Brodeur1987
Northern anchovy,Coho salmon,bony fishes,adult,adult,YES,1938,8,Aug,1938,8,Aug,Aug,Aug,1938,56,,,#NAME?,,,,,,,,1.8,,,,,,WestPort,WA,stomach sampling,Silliman1941
Northern anchovy,Coho salmon,bony fishes,adult,adult,YES,1938,9,Sep,1938,9,Sep,Sep,Sep,1938,59,,,#NAME?,,,,,,,,19.6,,,,,,WestPort,WA,stomach sampling,Silliman1941
Northern anchovy,Coho salmon,bony fishes,adult,adult,YES,1938,10,Oct,1938,10,Oct,Oct,Oct,1938,169,,,#NAME?,,,,,,,,3.1,,,,,,WestPort,WA,stomach sampling,Silliman1941
Northern anchovy,Coho salmon,bony fishes,yearling,juvenile,YES,2000,8,Aug,2000,8,Aug,Aug,Aug,2000,57,,,#NAME?,,,,,Prey was adult,,1.2,,,,,1.8,,CA_OR,CA_OR,stomach sampling,Baldwinetal2008
Northern anchovy,Coho salmon,bony fishes,yearling,juvenile,YES,2002,8,Aug,2002,8,Aug,Aug,Aug,2002,33,,,#NAME?,,,,,Prey was adult,,0.1,,,,,0.6,,CA_OR,CA_OR,stomach sampling,Baldwinetal2008
Northern anchovy,Chinook salmon,bony fishes,adult ,adult,YES,1979,6,Jun,1980,6,Jun,Jun,Jun,1979-1980,7,,,#NAME?,,,,,,,2.7,12,,,,40,,OR_WA,OR_WA,stomach sampling,Brodeur1987
Northern anchovy,Chinook salmon,bony fishes,adult ,adult,YES,1981,5,May,1981,8,Aug,May-Aug,May-Aug,1981,8,,,#NAME?,,,,,,,8.6,86.8,,,,60,,OR_WA,OR_WA,stomach sampling,Brodeur1987
Northern anchovy,Chinook salmon,bony fishes,adult ,adult,YES,1982,5,May,1982,9,Sep,May-Sep,May-Sep,1982,31,,,#NAME?,,,,,,,0.7,34.6,,,,21.4,,OR_WA,OR_WA,stomach sampling,Brodeur1987
Northern anchovy,Chinook salmon,bony fishes,adult ,adult,YES,1983,5,May,1983,9,Sep,May-Sep,May-Sep,1983,26,,,#NAME?,,,,,,,8.9,46.9,,,,21.7,,OR_WA,OR_WA,stomach sampling,Brodeur1987
Northern anchovy,Chinook salmon,bony fishes,adult ,adult,YES,1984,6,Jun,1984,9,Sep,Jun-Sep,Jun-Sep,1984,19,,,#NAME?,,,,,,,0.3,43.9,,,,6.7,,OR_WA,OR_WA,stomach sampling,Brodeur1987
Northern anchovy,Chinook salmon,bony fishes,adult,adult,YES,1938,4,Apr,1938,4,Apr,Apr,Apr,1938,75,,,#NAME?,,,,,,,,65.3,,,,,,WestPort,WA,stomach sampling,Silliman1941
Northern anchovy,Chinook salmon,bony fishes,adult,adult,YES,1938,4,Apr,1938,4,Apr,Apr,Apr,1938,27,,,#NAME?,,,,,,,,62,,,,,,WestPort,WA,stomach sampling,Silliman1941
Northern anchovy,Chinook salmon,bony fishes,adult,adult,YES,1938,6,Jun,1938,6,Jun,Jun,Jun,1938,89,,,#NAME?,,,,,,,,0.4,,,,,,WestPort,WA,stomach sampling,Silliman1941
Northern anchovy,Chinook salmon,bony fishes,adult,adult,YES,1938,7,Jul,1938,7,Jul,Jul,Jul,1938,59,,,#NAME?,,,,,,,,5.8,,,,,,WestPort,WA,stomach sampling,Silliman1941
Northern anchovy,Chinook salmon,bony fishes,adult,adult,YES,1938,9,Sep,1938,9,Sep,Sep,Sep,1938,47,,,#NAME?,,,,,,,,18.5,,,,,,WestPort,WA,stomach sampling,Silliman1941
Northern anchovy,Chinook salmon,bony fishes,Sub-yearling,juvenile,YES,2000,6,Jun,2000,6,Jun,Jun,Jun,2000,,,,#NAME?,,,,,,,0.07,0.68,,,,,,OffColumbiaRiver,WA,stomach sampling,Schabetsbergeretal2003
Northern anchovy,Chinook salmon,bony fishes,yearling,juvenile,YES,2000,6,Jun,2000,6,Jun,Jun,Jun,2000,,,,#NAME?,,,,,,,0.46,4.17,,,,,,OffColumbiaRiver,WA,stomach sampling,Schabetsbergeretal2003
Northern anchovy,Chinook salmon,bony fishes,Sub-adult,adult,YES,2000,6,Jun,2000,6,Jun,Jun,Jun,2000,25,,,#NAME?,,,,,Prey was adult,,0.3,,,,,2.4,,CA_OR,CA_OR,stomach sampling,Baldwinetal2008
Northern anchovy,Chinook salmon,bony fishes,Sub-yearling,juvenile,YES,2000,8,Aug,2000,8,Aug,Aug,Aug,2000,131,,,#NAME?,,,,,Prey was adult,,1.2,,,,,0.9,,CA_OR,CA_OR,stomach sampling,Baldwinetal2008
Northern anchovy,Chinook salmon,bony fishes,yearling,juvenile,YES,2000,8,Aug,2000,8,Aug,Aug,Aug,2000,91,,,#NAME?,,,,,Prey was adult,,2.7,,,,,3,,CA_OR,CA_OR,stomach sampling,Baldwinetal2008
Northern anchovy,Chinook salmon,bony fishes,Sub-adult,adult,YES,2002,6,Jun,2002,6,Jun,Jun,Jun,2002,51,,,#NAME?,,,,,Prey was juvenile,,0.1,,,,,0.7,,CA_OR,CA_OR,stomach sampling,Baldwinetal2008
Northern anchovy,Chinook salmon,bony fishes,yearling,juvenile,YES,2002,8,Aug,2002,8,Aug,Aug,Aug,2002,31,,,#NAME?,,,,,Prey was juvenile,,0.1,,,,,1,,CA_OR,CA_OR,stomach sampling,Baldwinetal2008
Northern anchovy,Chinook salmon,bony fishes,,,YES,1994,5,May,1994,9,Sep,May-Sep,May-Sep,1994,196,,,#NAME?,,,,,,,0.1,8.7,,,,3.6,,NorthCA,CA,stomach sampling,Huntetal1999
Northern anchovy,Chinook salmon,bony fishes,,,YES,1995,6,Jun,1995,9,Sep,Jun-Sep,Jun-Sep,1995,112,,,#NAME?,,,,,,,8.3,34.3,,,,14.6,,NorthCA,CA,stomach sampling,Huntetal1999
Northern anchovy,Chinook salmon,bony fishes,,,YES,1980,5,May,1980,5,May,May,May,1980,,5,175,5-175,5-175,100,,,,,,,,,,,,FarallonGulf,CA,stomach sampling,Thayeretal2014
Northern anchovy,Chinook salmon,bony fishes,,,YES,2005,5,May,2007,8,Aug,May-Aug,May-Aug,2005-2007,,78,170,78-170,78-170,123,,,,,,,,,,,,FarallonGulf,CA,stomach sampling,Thayeretal2014
Northern anchovy,Chinook salmon,bony fishes,,,YES,1955,5,May,1955,8,Aug,May-Aug,May-Aug,1955,,51,165,51-165,51-165,,,,,,,,,,,,,FarallonGulf,CA,stomach sampling,Thayeretal2014
Northern anchovy,Pacific hake,bony fishes,,,YES,1989,7,Jul,1989,7,Jul,Jul,Jul,1989,,,,#NAME?,,,,,,,,53.06,,,,9.6,,SouthCapeBlanco,CA_OR_WA,stomach sampling,Buckleyetal1999
Northern anchovy,Pacific hake,bony fishes,,,YES,1989,7,Jul,1989,7,Jul,Jul,Jul,1989,,,,#NAME?,,,,,,,,0.76,,,,0.86,,NorthCapeBlanco,CA_OR_WA,stomach sampling,Buckleyetal1999
Northern anchovy,Pacific hake,bony fishes,StLength150-680mm,,YES,1998,4,Apr,1998,8,Aug,Apr-Aug,Apr-Aug,1998,1136,,,#NAME?,,,,,,,,,,,,2.3,,OR_WA,OR_WA,stomach sampling,EmmettandKrutzikowsky2008
Northern anchovy,Pacific hake,bony fishes,StLength300-600mm,,YES,1999,4,Apr,1999,8,Aug,Apr-Aug,Apr-Aug,1999,360,,,#NAME?,,,,,,,,,,,,0.4,,OffColumbiaRiver,OR_WA,stomach sampling,EmmettandKrutzikowsky2008
Northern anchovy,Pacific hake,bony fishes,StLength380-640mm,,YES,2001,4,Apr,2001,8,Aug,Apr-Aug,Apr-Aug,2001,135,,,#NAME?,,,,,,,,,,,,1,,OffColumbiaRiver,OR_WA,stomach sampling,EmmettandKrutzikowsky2008
Northern anchovy,Pacific hake,bony fishes,StLength350-680mm,,YES,2002,4,Apr,2002,8,Aug,Apr-Aug,Apr-Aug,2002,229,,,#NAME?,,,,,,,,,,,,13.9,,OffColumbiaRiver,OR_WA,stomach sampling,EmmettandKrutzikowsky2008
Northern anchovy,Pacific hake,bony fishes,StLength320-720mm,,YES,2003,4,Apr,2003,8,Aug,Apr-Aug,Apr-Aug,2003,813,,,#NAME?,,,,,,,,,,,,7.3,,OffColumbiaRiver,OR_WA,stomach sampling,EmmettandKrutzikowsky2008
Northern anchovy,Pacific hake,bony fishes,StLength300-580mm,,YES,2004,4,Apr,2004,8,Aug,Apr-Aug,Apr-Aug,2004,404,,,#NAME?,,,,,,,,,,,,17.8,,OffColumbiaRiver,OR_WA,stomach sampling,EmmettandKrutzikowsky2008
Northern anchovy,Humboldt_jumbo_squid ,invertebrates,MantleLengthRange35cm-82cm,,NO,2005,2,Feb,2006,12,Dec,Feb-Dec,Feb-Dec,2005-2006,503,20,149,20-149,20-149,,,,,otolith length_standard length regressions ,11.9,6,,,,16.3,,CA_OR_WA,CA_OR_WA,stomach sampling,Fieldetal2007
Northern anchovy,Humboldt_jumbo_squid ,invertebrates,,,NO,2007,,#N/A,2010,,#N/A,#N/A,,2007-2010,,,,#NAME?,,,,,,,4.6,,,,,6.6,,CA_OR_WA,CA_OR_WA,stomach sampling,Fieldetal2013
Northern anchovy,Common murre,sea birds,,,YES,1996,,#N/A,2009,,#N/A,#N/A,,1996-2009,471,,,#NAME?,,100.2,,,,,,,,,,,,TatooshIs,WA,retiurning chicks to chicks,Schrimpfetal2012
Northern anchovy,Common murre,sea birds,,,YES,1996,,#N/A,1996,,#N/A,#N/A,,1996,,,,#NAME?,,,,,,,0,,,,,,,TatooshIs,WA,retiurning chicks to chicks,Schrimpfetal2012
Northern anchovy,Common murre,sea birds,,,YES,1997,,#N/A,1997,,#N/A,#N/A,,1997,,,,#NAME?,,,,,,,0,,,,,,,TatooshIs,WA,retiurning chicks to chicks,Schrimpfetal2012
Northern anchovy,Common murre,sea birds,,,YES,1998,,#N/A,1998,,#N/A,#N/A,,1998,,,,#NAME?,,,,,,,0,,,,,,,TatooshIs,WA,retiurning chicks to chicks,Schrimpfetal2012
Northern anchovy,Common murre,sea birds,,,YES,1999,,#N/A,1999,,#N/A,#N/A,,1999,,,,#NAME?,,,,,,,0,,,,,,,TatooshIs,WA,retiurning chicks to chicks,Schrimpfetal2012
Northern anchovy,Common murre,sea birds,,,YES,2000,,#N/A,2000,,#N/A,#N/A,,2000,,,,#NAME?,,,,,,,0,,,,,,,TatooshIs,WA,retiurning chicks to chicks,Schrimpfetal2012
Northern anchovy,Common murre,sea birds,,,YES,2001,,#N/A,2001,,#N/A,#N/A,,2001,,,,#NAME?,,,,,,,0,,,,,,,TatooshIs,WA,retiurning chicks to chicks,Schrimpfetal2012
Northern anchovy,Common murre,sea birds,,,YES,2002,,#N/A,2002,,#N/A,#N/A,,2002,,,,#NAME?,,,,,,,0,,,,,,,TatooshIs,WA,retiurning chicks to chicks,Schrimpfetal2012
Northern anchovy,Common murre,sea birds,,,YES,2003,,#N/A,2003,,#N/A,#N/A,,2003,,,,#NAME?,,,,,,,0,,,,,,,TatooshIs,WA,retiurning chicks to chicks,Schrimpfetal2012
Northern anchovy,Common murre,sea birds,,,YES,2004,,#N/A,2004,,#N/A,#N/A,,2004,,,,#NAME?,,,,,,,0,,,,,,,TatooshIs,WA,retiurning chicks to chicks,Schrimpfetal2012
Northern anchovy,Common murre,sea birds,,,YES,2005,,#N/A,2005,,#N/A,#N/A,,2005,,,,#NAME?,,,,,,,8.65,,,,,,,TatooshIs,WA,retiurning chicks to chicks,Schrimpfetal2012
Northern anchovy,Common murre,sea birds,,,YES,2006,,#N/A,2006,,#N/A,#N/A,,2006,,,,#NAME?,,,,,,,5.05,,,,,,,TatooshIs,WA,retiurning chicks to chicks,Schrimpfetal2012
Northern anchovy,Common murre,sea birds,,,YES,2009,,#N/A,2009,,#N/A,#N/A,,2009,,,,#NAME?,,,,,,,8.29,,,,,,,TatooshIs,WA,retiurning chicks to chicks,Schrimpfetal2012
Northern anchovy,Common murre,sea birds,,,YES,1995,,#N/A,1998,,#N/A,#N/A,,1995-1998,,30,140,30-140,30-140,,,,,,,,,,,,,FarallonGulf,CA,stomach sampling,Ainleyetal1996
Northern anchovy,Common murre,sea birds,,,YES,1995,3,Mar,1998,4,Apr,Mar-Apr,Mar-Apr,1995-1998,62,,,#NAME?,,,,,data from pre-egg laying (march-april),,49,44,,,,13,,Coast_FarallonGulf,CA,stomach sampling,Ainleyetal1996
Northern anchovy,Common murre,sea birds,,,YES,1995,3,Mar,1998,4,Apr,Mar-Apr,Mar-Apr,1995-1998,40,,,#NAME?,,,,,data from pre-egg laying (march-april),,4,4,,,,30,,Midshelf_FarallonGulf,CA,stomach sampling,Ainleyetal1996
Northern anchovy,Common murre,sea birds,,,YES,1995,3,Mar,1998,4,Apr,Mar-Apr,Mar-Apr,1995-1998,143,,,#NAME?,,,,,data from pre-egg laying (march-april),,1,1,,,,2,,OuterShelf_FarrallonGulf,CA,stomach sampling,Ainleyetal1996
Northern anchovy,Common murre,sea birds,,,YES,1995,5,May,1998,8,Aug,May-Aug,May-Aug,1995-1998,118,,,#NAME?,,,,,breeding period (May-august),,28,31,,,,61,,Coast_FarallonGulf,CA,stomach sampling,Ainleyetal1996
Northern anchovy,Common murre,sea birds,,,YES,1995,5,May,1998,8,Aug,May-Aug,May-Aug,1995-1998,34,,,#NAME?,,,,,breeding period (May-august),,1,1,,,,20,,Midshelf_FarallonGulf,CA,stomach sampling,Ainleyetal1996
Northern anchovy,Common murre,sea birds,,,YES,1995,9,Sep,1998,2,Feb,Sep-Feb,Sep-Feb,1995-1998,28,,,#NAME?,,,,,winter period (September-February),,73,29,,,,23,,Coast_FarallonGulf,CA,stomach sampling,Ainleyetal1996
Northern anchovy,Common murre,sea birds,,,YES,1995,9,Sep,1998,2,Feb,Sep-Feb,Sep-Feb,1995-1998,13,,,#NAME?,,,,,winter period (September-February),,3,1,,,,20,,Midshelf_FarallonGulf,CA,stomach sampling,Ainleyetal1996
Northern anchovy,Common murre,sea birds,chicks,chicks,YES,1995,,#N/A,1995,,#N/A,#N/A,,1995,,,,#NAME?,,,,,,,19,,,,,,,FarallonIs,CA,brougth by parents to chicks,Ainleyetal1996
Northern anchovy,Common murre,sea birds,chicks,chicks,YES,1996,,#N/A,1996,,#N/A,#N/A,,1996,,,,#NAME?,,,,,,,56,,,,,,,FarallonIs,CA,brougth by parents to chicks,Ainleyetal1996
Northern anchovy,Common murre,sea birds,chicks,chicks,YES,1997,,#N/A,1997,,#N/A,#N/A,,1997,,,,#NAME?,,,,,,,8,,,,,,,FarallonIs,CA,brougth by parents to chicks,Ainleyetal1996
Northern anchovy,Common murre,sea birds,chicks,chicks,YES,1998,,#N/A,1998,,#N/A,#N/A,,1998,,,,#NAME?,,,,,,,14,,,,,,,FarallonIs,CA,brougth by parents to chicks,Ainleyetal1996
Northern anchovy,Heermann gull,sea birds,,,NO,1974,9,Sep,1975,4,Apr,Sep-Apr,Sep-Apr,1974-1975,15,,,#NAME?,,,,,,,27.9,,,,,46.7,,MonterreyBay,CA,stomach sampling,BaltzandMorejohn1977
Northern anchovy,CABrown pelican,sea birds,,,YES,1980,4,Apr,1980,4,Apr,Apr,Apr,1980,113,84,135,84-135,84-135,110.5,,,,otolith length_standard length regressions ,,,,,,,,StaBarbaraIs,CA,regurgitation,Sunadaetal1981
Northern anchovy,CABrown pelican,sea birds,,,YES,1980,6,Jun,1980,6,Jun,Jun,Jun,1980,172,84,135,84-135,84-135,103,,,,,,,,,,,,AnacapaIs,CA,regurgitation,Sunadaetal1981
Northern anchovy,Elegant tern,sea birds,,,YES,1993,,#N/A,2013,,#N/A,#N/A,,1993-2013,,,,#NAME?,,,,,,,,,,,,100,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,1993,,#N/A,1993,,#N/A,#N/A,,1993,,,,#NAME?,,,,,,,81.26,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,1994,,#N/A,1994,,#N/A,#N/A,,1994,,,,#NAME?,,,,,,,67.78,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,1995,,#N/A,1995,,#N/A,#N/A,,1995,,,,#NAME?,,,,,,,44.05,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,1996,,#N/A,1996,,#N/A,#N/A,,1996,,,,#NAME?,,,,,,,47.47,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,1997,,#N/A,1997,,#N/A,#N/A,,1997,,,,#NAME?,,,,,,,29.8,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,1998,,#N/A,1998,,#N/A,#N/A,,1998,,,,#NAME?,,,,,,,52.94,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,1999,,#N/A,1999,,#N/A,#N/A,,1999,,,,#NAME?,,,,,,,72.41,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,2000,,#N/A,2000,,#N/A,#N/A,,2000,,,,#NAME?,,,,,,,59.53,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,2001,,#N/A,2001,,#N/A,#N/A,,2001,,,,#NAME?,,,,,,,50,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,2002,,#N/A,2002,,#N/A,#N/A,,2002,,,,#NAME?,,,,,,,65.71,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,2004,,#N/A,2004,,#N/A,#N/A,,2004,,,,#NAME?,,,,,,,22.29,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,2007,,#N/A,2007,,#N/A,#N/A,,2007,,,,#NAME?,,,,,,,13.09,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,2008,,#N/A,2008,,#N/A,#N/A,,2008,,,,#NAME?,,,,,,,23.08,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,2009,,#N/A,2009,,#N/A,#N/A,,2009,,,,#NAME?,,,,,,,26.38,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,2010,,#N/A,2010,,#N/A,#N/A,,2010,,,,#NAME?,,,,,,,10.78,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,2011,,#N/A,2011,,#N/A,#N/A,,2011,,,,#NAME?,,,,,,,7.71,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,2012,,#N/A,2012,,#N/A,#N/A,,2012,,,,#NAME?,,,,,,,19.43,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
Northern anchovy,Elegant tern,sea birds,,,YES,2013,,#N/A,2013,,#N/A,#N/A,,2013,,,,#NAME?,,,,,,,16.47,,,,,,,LosAngelesHarbor_BolsaChica_SouthBaySaltWorks,CA,fish dropped by the birds during prey deliveries or transfers,HornandWhitcombe2015
